精选内容,#genre#
洪金宝电影,http://fangsong.live/hls/huya.php?id=11602084
成龙电影,http://fangsong.live/hls/huya.php?id=11342386
赵文卓电影,http://fangsong.live/hls/huya.php?id=11352909
吴彦祖电影,http://fangsong.live/hls/huya.php?id=11601981
林正英电影,http://fangsong.live/hls/huya.php?id=11342421
许冠英电影,http://fangsong.live/hls/huya.php?id=11601972
许氏电影,http://fangsong.live/hls/huya.php?id=11602033
邵氏电影1,http://fangsong.live/hls/bili.php?id=21759196

音乐频道,#genre#
tabata高效燃脂,https://pan.bilnn.com/api/v3/file/sourcejump/YGLXWXfv/TggQsQ69tctRG2IbNsAWUAUzfw9wSCTeiH3RHHzw3xs*
高强度5分钟腹肌运动 快速见效,https://pan.bilnn.com/api/v3/file/sourcejump/BYO8v4T2/qttDGpOFcKMosmJaNJoYdNUn_NSuhPipr3iz0dKiVT0*
《给我一首歌的时间+我不配+安静+轨迹》周杰伦,http://fangsong.live/hls/mv.php?vid=z0041z100we
斗鱼音乐MV频道,http://fangsong.live/hls/douyu.php?id=3870925
aespa《Savage》,http://fangsong.live/hls/mv.php?vid=a0040pizz4a
倒流时间G.E.M. 邓紫棋,http://fangsong.live/hls/mv.php?vid=h00416y9oki
【周杰伦】24h无损音乐Jay电台,http://fangsong.live/hls/bili.php?id=2128527
YY_音乐991 24H,http://fangsong.live/hls/yy.php?id=54880976
燃舞女神热舞不断,http://fangsong.live/hls/yy.php?id=22490906
BTS Permission to Dance,https://pan.bilnn.com/api/v3/file/sourcejump/51Bpe3FJ/1hd1J8ujwlcghFGWFnejfIwziwInzwjT_bd419M0EY*
BTS Permission to Dance BBC Radio 1,http://fangsong.live/hls/haokan.php?id=7286752706955712518
MTV,http://m2otvlh.akamaihd.net/i/m2oTv_1@186074/index_600_avb.m3u8
意大利音乐台,http://radioitaliatvlh.akamaihd.net/i/radioitaliatv_1@329645/index_720x480_avp.m3u8
韩国女团现场饭拍MV1,http://fangsong.live/hls/douyu.php?id=231464
韩国女团现场饭拍MV2,http://fangsong.live/hls/douyu.php?id=329667
韩国女团现场饭拍MV3,http://fangsong.live/hls/douyu.php?id=17732
韩国女团现场饭拍MV4,http://fangsong.live/hls/douyu.php?id=603070
专业女团【超万部女团】任你点,http://fangsong.live/hls/douyu.php?id=340224
『Apink点播厅』 舞台现场饭拍MV,http://fangsong.live/hls/douyu.php?id=123351
【兔瓦斯轮播】镜头精灵金多贤,http://fangsong.live/hls/douyu.php?id=9596882
减压短视频1,http://fangsong.live/hls/douyu.php?id=7971641
减压短视频2,http://fangsong.live/hls/douyu.php?id=3870925
减压短视频3,http://fangsong.live/hls/douyu.php?id=8901218
减压短视频4,http://fangsong.live/hls/douyu.php?id=8759139
【舞蹈赏析】嗨翻一整天,http://fangsong.live/hls/douyu.php?id=7308244
【HiFi4.0】女团 车模 写真,http://fangsong.live/hls/douyu.php?id=427397
新歌速递 ,http://txtest-xp2p.p2p.huya.com/1099531740262-1099531740262-86382469611257856-2199063603980-10057-A-0-1.xs
音乐石榴 ,http://txtest-xp2p.p2p.huya.com/1199512344405-1199512344405-5224693802798678016-2399024812266-10057-A-0-1.xs
华乐纪 ,http://txtest-xp2p.p2p.huya.com/1199517459518-1199517459518-5246663045849022464-2399035042492-10057-A-0-1.xs
音悦台 ,http://txtest-xp2p.p2p.huya.com/71862053-2624801668-11273437322546249728-3590850040-10057-A-0-1.xs
咪咕音乐 ,http://117.148.179.139/PLTV/88888888/224/3221231622/1.m3u8
韩歌,http://tx2play1.douyucdn.cn/live/17732rtara.xs
音乐20 ,http://m2otv-lh.akamaihd.net/i/m2oTv_1@186074/index_600_av-p.m3u8
永州音乐,http://alcdn.hls.xiaoka.tv/2021523/57e/d40/DaO74D6aNBKI8_ku/index.m3u8
祖海好运来,http://qukufile2.qianqian.com/data2/video/eec89851fbf3dea5c04cde1b3d792871/607947555/607947555.mp4
卡路里火箭少女101,http://qukufile2.qianqian.com/data2/video/02cca8d7303f608a2ea1621a6ebd8ad4/607962657/607962657.mp4
一点点光火箭少女101http://qukufile2.qianqian.com/data2/video/02e92b7652c07ec12561a9f296b8d4cc/672130571/672130571.mp4
生而为赢火箭少女101,http://qukufile2.qianqian.com/data2/video/7f83719afd4e7d7aaf4e89d6c6126c9d/608004030/608004030.mp4
飒小姐火箭少女101,http://qukufile2.qianqian.com/data2/video/e26c1397166117168ce31d3addcddacf/664365873/664365873.mp4
所以少年人房东的猫,http://qukufile2.qianqian.com/data2/video/60835606354044303197296d437efcf0/672552936/672552936.mp4
时间都去哪了张信哲,http://qukufile2.qianqian.com/data2/video/531235d6ab5bf55fe9be898b5273bd10/607996223/607996223.mp4
告白气球周杰伦,http://qukufile2.qianqian.com/data2/video/d61b9168c43fb08dd7cbb3ed57a724e3/608011767/608011767.mp4
荣誉星球,http://qukufile2.qianqian.com/data2/video/c6dfcb0a40674ea89d95f90f648e24b0/614309868/614309868.mp4
冰之翼,http://qukufile2.qianqian.com/data2/video/bfd0a38c552b77dcc987212612144aff/672529378/672529378.mp4
夜曲,http://qukufile2.qianqian.com/data2/video/1663526feaf6ce3356eb738fcf349d7f/607942796/607942796.mp4
菊花台,http://qukufile2.qianqian.com/data2/video/90ab2e44f8895c921e8461dd55775efc/608012143/608012143.mp4
给自己的歌,http://qukufile2.qianqian.com/data2/video/ca8471252f256e2c9db0d852ceb0b580/607961777/607961777.mp4
简单爱,http://qukufile2.qianqian.com/data2/video/40cee634ec969e68d80d476121535d3a/608011913/608011913.mp4
可爱女人,http://qukufile2.qianqian.com/data2/video/5e97989acb030ab600c5c7ea91883975/607942506/607942506.mp4
My Love,http://qukufile2.qianqian.com/data2/video/6208d1700e2053f0310cc42c1bc3fe20/608010056/608010056.mp4
黄金甲,http://qukufile2.qianqian.com/data2/video/89d00859990ab00850e0e26ad71f427c/608011829/608011829.mp4
星晴,http://qukufile2.qianqian.com/data2/video/7bd0e2ed49683239f9ad64ff68bfe3cb/607942670/607942670.mp4
后来的我们,http://qukufile2.qianqian.com/data2/video/d475d2d5a1c5f6589538de5f36d7c5b6/608004684/608004684.mp4
月弯弯,http://qukufile2.qianqian.com/data2/video/3b34ae7939b0647b26015b93628ffbac/608073532/608073532.mp4
屋顶[810*540],http://qukufile2.qianqian.com/data2/video/eed63c18b7f66b48f87acb8927b5b684/607942636/607942636.mp4
眉飞色舞,http://qukufile2.qianqian.com/data2/video/dec57caeef467aad1c5f41b29c855a50/608008049/608008049.mp4
愿得一心人,http://qukufile2.qianqian.com/data2/video/a5bbea6f4f31e4065ffaf13f24bc2c0b/672308925/672308925.mp4
惊喜派对,http://qukufile2.qianqian.com/data2/video/24cc806ad5dcdb70d015bb6f5898b091/672346671/672346671.mp4
唱风,http://qukufile2.qianqian.com/data2/video/40941cbd789adf0e0c4588ec51156b2b/672271759/672271759.mp4
伤心太平洋,http://qukufile2.qianqian.com/data2/video/f18b3a081de3533877b96a994b143b14/607997830/607997830.mp4
我们很好,http://qukufile2.qianqian.com/data2/video/537cedf86a32fd37eb1a611f8ee41e92/659934930/659934930.mp4
爱江山更爱美人,http://qukufile2.qianqian.com/data2/video/798c3432e408167f679806375174955b/607975664/607975664.mp4
勇气,http://qukufile2.qianqian.com/data2/video/db2cce71cff186d028cebe4a510f45df/608005010/608005010.mp4
醉赤壁,http://qukufile2.qianqian.com/data2/video/668883da298fe426a86afa99246240fc/608008349/608008349.mp4
为爱痴狂,http://qukufile2.qianqian.com/data2/video/c93df601e8ad21da893c5b0fc997be4a/607984636/607984636.mp4
心太软,http://qukufile2.qianqian.com/data2/video/207788b1b2f51e680ab978f8d73b0eea/608008160/608008160.mp4
曹操,http://qukufile2.qianqian.com/data2/video/e41c8320b7d2aa3941bcf6959b2d8491/608012111/608012111.mp4
素颜,http://qukufile2.qianqian.com/data2/video/34fb96a4dd56fac942391c22b394c638/608002797/608002797.mp4
天下有情人,http://qukufile2.qianqian.com/data2/video/b5cd0d4e3a56db1cc7d9a7f28a8fafe0/607962224/607962224.mp4
真心英雄,http://qukufile2.qianqian.com/data2/video/3caff6afcd5b78320f72540f3ba3fd86/607962689/607962689.mp4
江南,http://qukufile2.qianqian.com/data2/video/91cbbb73820d09b44c5109b22a39a0c8/608124437/608124437.mp4
龙梅子-都说,https://vd3.bdstatic.com:443/mda-ma7cm59x1m4015ip/v2-hknm/1080p/mda-ma7cm59x1m4015ip.mp4
你的万水千山,https://vd2.bdstatic.com:443/mda-kkvet9f16cbqintb/sc/cae_h264_nowatermark/1606704098/mda-kkvet9f16cbqintb.mp4
点歌的人,https://vd2.bdstatic.com:443/mda-mdm49wmbizkh6b8m/1080p/h264_cae/1620659683848613727/mda-mdm49wmbizkh6b8m.mp4
此生过半,https://vd2.bdstatic.com:443/mda-mcr2zzqq87e85mnm/1080p/cae_h264/1616726038/mda-mcr2zzqq87e85mnm.mp4
笑纳,https://vd2.bdstatic.com:443/mda-kjmt32vwpyt22bg8/v1-cae/1080p/mda-kjmt32vwpyt22bg8.mp4
浪子闲话,https://vd2.bdstatic.com:443/mda-maugi03nhmfbkdmz/v1-cae/1080p/mda-maugi03nhmfbkdmz.mp4
假行僧,https://vd2.bdstatic.com:443/mda-ijjk242hh9smdy18/sc/mda-ijjk242hh9smdy18.mp4
负心的你,https://vd4.bdstatic.com:443/mda-mcbs0hpjpkpwethe/1080p/h264_cae/1620492489548087433/mda-mcbs0hpjpkpwethe.mp4
初恋的人,https://vd2.bdstatic.com:443/mda-mhwdgysnspnb1nnr/1080p/cae_h264/1630404398162757730/mda-mhwdgysnspnb1nnr.mp4
初恋情人,https://vd3.bdstatic.com:443/mda-me57bm308iu6stcz/1080p/cae_h264/1620279663855106642/mda-me57bm308iu6stcz.mp4
我心若玫瑰,https://vd3.bdstatic.com:443/mda-mhgbgmvriyzrpvpg/1080p/cae_h264/1629204880942820132/mda-mhgbgmvriyzrpvpg.mp4
爱情一阵风,https://vd4.bdstatic.com:443/mda-mdkd7yybv4y505qa/1080p/h264_cae/1620480120114753589/mda-mdkd7yybv4y505qa.mp4
痴心换情深,https://vd2.bdstatic.com:443/mda-midhwrm9x56e90re/1080p/cae_h264/1631625175492118446/mda-midhwrm9x56e90re.mp4
林翠萍-情网,https://vd4.bdstatic.com:443/mda-mipn4ccctdasgr2r/fhd/cae_h264_nowatermark/1632498915227563300/mda-mipn4ccctdasgr2r.mp4
爱情的骗子我问你,https://vd4.bdstatic.com:443/mda-me7emge7ku6b7g9h/1080p/cae_h264/1620470361962860122/mda-me7emge7ku6b7g9h.mp4
我用自己的方式爱你,http://vdown.kuwo.cn:80/resource/t1/46/26af4a23c9e04725bd1dc491b662f386.mp4
无奈的思绪,https://vd4.bdstatic.com:443/mda-kkbxxmr5nn2swgu6/sc/cae_h264_nowatermark/1605192499/mda-kkbxxmr5nn2swgu6.mp4
突然的自我,https://vd4.bdstatic.com:443/mda-mec3nc3mpwfebtiq/1080p/cae_h264/1620874106164178271/mda-mec3nc3mpwfebtiq.mp4
点燃一根烟,https://vd2.bdstatic.com:443/mda-mdapwdafpsiy63zu/1080p/h264_cae/1620614712517070219/mda-mdapwdafpsiy63zu.mp4
无言的温柔,https://vd3.bdstatic.com:443/mda-kk3mdtyug5e05e8q/v1-cae/1080p/mda-kk3mdtyug5e05e8q.mp4
天也不懂情,https://vd3.bdstatic.com:443/mda-mj54p1ia0vtb0wg5/1080p/cae_h264/1633492598325868795/mda-mj54p1ia0vtb0wg5.mp4
渡情,https://vd2.bdstatic.com:443/mda-mh0r91ywnmuwfpv3/1080p/cae_h264/1627844431734379122/mda-mh0r91ywnmuwfpv3.mp4
一生所爱,https://vd4.bdstatic.com:443/mda-mdrc71max98d8z61/720p/h264/1619426784/mda-mdrc71max98d8z61.mp4
女儿情,https://vd2.bdstatic.com:443/mda-mciiyxgjc0myvkiv/1080p/cae_h264/1616132611/mda-mciiyxgjc0myvkiv.mp4
牧羊曲,https://vd2.bdstatic.com:443/mda-mcdursfnajnwxwna/sc/mda-mcdursfnajnwxwna.mp4
真的爱你,https://vd2.bdstatic.com:443/mda-me0n4ppa76jg3k6g/fhd/cae_h264_nowatermark/1619883750865781908/mda-me0n4ppa76jg3k6g.mp4
狂浪,https://vd2.bdstatic.com:443/mda-mdax0epd2ax8fqf5/1080p/cae_h264/1618149986/mda-mdax0epd2ax8fqf5.mp4
电摆舞,https://vd4.bdstatic.com:443/mda-mbruzwsmrnkdr72k/fhd/cae_h264_nowatermark/1614376822/mda-mbruzwsmrnkdr72k.mp4
婚庆热舞,https://vd4.bdstatic.com:443/mda-mimigynsn9vm8yda/360p/h264/1632315821961988998/mda-mimigynsn9vm8yda.mp4
万爱千恩 ,http://em.21dtv.com/songs/60171731.mkv
酒干倘卖无 ,http://vd3.bdstatic.com/mda-jfiy1f9e3h2rc93w/mda-jfiy1f9e3h2rc93w.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
谢谢你的爱 ,http://vd3.bdstatic.com/mda-jf2fuh2yhd0txff0/mda-jf2fuh2yhd0txff0.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
鲁冰花 ,http://vd3.bdstatic.com/mda-jf8fbjprnf1fvpxm/mda-jf8fbjprnf1fvpxm.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
华夏传说 ,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_40828850&response=res&format=mp4&type=convert_url
奢香夫人 ,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_51674527&response=res&format=mp4&type=convert_url
今生的缘 ,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_646024&response=res&format=mp4&type=convert_url
荷塘月色 ,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1565837&response=res&format=mp4&type=convert_url
自由飞翔 ,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_18747906&response=res&format=mp4&type=convert_url
策马奔腾 ,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_24042013&response=res&format=mp4&type=convert_url
温柔姑娘 ,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_6401404&response=res&format=mp4&type=convert_url
自由自在 ,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_24042025&response=res&format=mp4&type=convert_url
奇迹世界 ,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_954805&response=res&format=mp4&type=convert_url
歌唱二小放牛郎 ,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_8120530&response=res&format=mp4&type=convert_url
中国味道 ,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_24042021&response=res&format=mp4&type=convert_url
光芒 ,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_24042019&response=res&format=mp4&type=convert_url
御龙归字谣 ,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1164118&response=res&format=mp4&type=convert_url
月亮之上 ,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_7084968&response=res&format=mp4&type=convert_url
烛光里的妈妈 ,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1024266&response=res&format=mp4&type=convert_url
爱得真伤的深 ,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1218839&response=res&format=mp4&type=convert_url
父亲 ,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_4247454&response=res&format=mp4&type=convert_url
别思 ,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_3429064&response=res&format=mp4&type=convert_url
天长地久 ,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1583220&response=res&format=mp4&type=convert_url
容易受伤的女人(粤语) ,http://vodcdn.video.taobao.com/oss/ali-video/ed5aed790e002b229c9a8870e900f985/video.m3u8
执迷不悔 ,http://vodcdn.video.taobao.com/oss/ali-video/15bf7da88b44048edaabe73d6b17c00b/video.m3u8
跳舞街 ,http://vodcdn.video.taobao.com/oss/ali-video/5e463c16339f3dd6839e6a7d2074915c/video.m3u8
归来吧 ,http://vodcdn.video.taobao.com/oss/ali-video/c89589fd5809cf6e2f1a4d7a52023733/video.m3u8
千千阙歌 ,http://vodcdn.video.taobao.com/oss/ali-video/8f45a35108ebe1b1951d2936007e3cd0/video.m3u8
心太软 ,http://vodcdn.video.taobao.com/oss/ali-video/1675208d8b5f0f0d8ce09236f4068dfe/video.m3u8
朋友 ,http://vodcdn.video.taobao.com/oss/ali-video/6079de4355c45a42073ead75954c1b2f/video.m3u8
沙漠骆驼 ,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgjbGM5gUon8K7eQ.mp4
迈克尔杰克逊 ,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgw9ma4gUo3YLDvgU.mp4
泰坦尼克号 ,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg_uCa4gUo7Irtnwc.mp4
欧美动感DJ ,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgyMqg4gUo-uSR5AU.mp4
韩国动感舞曲 ,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgr-2n9AUoqsakNg.mp4
朴孝敏 –SKETCH ,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAguq6r7gUouOyF4gE.mp4
欧美高清动感歌曲 ,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgianW4gUoj9-Aaw.mp4
Girls Gone Wild ,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgjd2w4gUou--ljQE.mp4
上下(中文版) ,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgtd6M9QUokpHf7AY.mp4
欧美群星-天下一家 ,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgpt6a4gUo1aeryAQ.mp4
泫雅-甩Nai舞 ,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgp92c4gUovM-V_QU.mp4
僵尸跳舞David Jones ,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg-vqa4gUotM7X6wc.mp4
MTV僵尸舞 ,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgw5Cv4gUoiZqZ4wE.mp4
Alan Walker-feat ,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg9qiM5gUo-tns8Qc.mp4
Trouble Maker ,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg2fWv4gUo9JT7DQ.mp4
Stellar-Vibrato ,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg_O_-4gUo257EIg.mp4
skart-短裙 ,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAggoG24gUouOfNkAM.mp4
School - 初恋 ,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgn-a24gUouMCswQY.mp4
Dal Shabet ,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg3fq95QUoisPxpAM.mp4
Rainbow Blaxx ,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg-IS24gUovcix_AI.mp4
佳仁 - Paradise Lost ,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgy9j64wUogPOGEQ.mp4
StickySticky ,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgnIS24gUoptqYDQ.mp4
EXID - UP&DOWN ,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgzMnG4gUoroOQgQU.mp4
Four Ladies-Move ,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg85Do5QUow-P-wwI.mp4
AOA - Excuse Me ,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgmozg7AUolaeS8gU.mp4
金泫雅 ICE CREAM ,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgyt_s4gUolOCslAQ.mp4

央视卫视,#genre#
CCTV1,http://39.134.115.163:8080/PLTV/88888910/224/3221225642/index.m3u8
CCTV2,http://39.134.115.163:8080/PLTV/88888910/224/3221225619/index.m3u8
CCTV3,http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8
CCTV4,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8
CCTV5,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8
CCTV5+,http://39.134.115.163:8080/PLTV/88888910/224/3221225649/index.m3u8
CCTV6,http://39.134.115.163:8080/PLTV/88888910/224/3221225650/index.m3u8
CCTV7,http://39.134.115.163:8080/PLTV/88888910/224/3221225624/index.m3u8
CCTV8,http://39.134.115.163:8080/PLTV/88888910/224/3221225635/index.m3u8
CCTV9,http://39.134.115.163:8080/PLTV/88888910/224/3221225626/index.m3u8
CCTV10,http://39.134.115.163:8080/PLTV/88888910/224/3221225627/index.m3u8
CCTV11,http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8
CCTV12,http://39.134.115.163:8080/PLTV/88888910/224/3221225629/index.m3u8
CCTV13,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV14,http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8
CCTV15,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8
CCTV17,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8
CCTV-4K,http://39.134.176.148/PLTV/88888888/224/3221226758/index.m3u8
CETV-1,http://39.134.176.253/PLTV/88888888/224/3221226132/index.m3u8
CGTN-国际台,http://39.134.176.253/PLTV/88888888/224/3221226314/index.m3u8
纯享4K,http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8
安徽卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225737/index.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8

海外频道,#genre#
CN CGTN (Opt1),http://live.cgtn.com/500/prog_index.m3u8
CN CGTN (Opt2),http://live.cgtn.com/1000/prog_index.m3u8
USA CBSN,https://cbsnewshdlh.akamaihd.net/i/CBSNHD_7@199302/master.m3u8
USA Cheddar news,http://live.chdrstatic.com/cbn/primary/3.m3u8
USA Bowie TV,http://granicusliveus3a.akamaihd.net/cityofbowie/G0466_001/playlist.m3u8
USA Denver 8 TV,http://granicusliveus8a.akamaihd.net/denver/G0080_002/chunklist.m3u8
USA Newsmax TV,http://nmxlive.akamaized.net/hls/live/529965/Live_1/index.m3u8
USA CBS news（Opt1）,http://cbsnewshdlh.akamaihd.net/i/CBSNHD_7@199302/master.m3u8
USA Fox news,http://fnurtmpf.akamaihd.net/i/FNRADIO_1@92141/master.m3u8
USA Bloomberg,http://liveproduseast.akamaized.net/us/ChannelUSTVAWSvirginia1/SourceUSTV10001_live.m3u8
30A Investment Pitch,http://www.30atv.com/InvPit.m3u8
30A Music,http://30atv.com/music.m3u8
30A Sidewalks,http://30atv.com/sidewalks.m3u8
30A TV,http://30atv.com/my999.m3u8
3ABN KIDS TV,https://moiptvhlsi.akamaihd.net/hls/live/652318/secure/master.m3u8
3ABN Latino,http://uni5rtmp.tulix.tv:1935/bettervida/bettervida/playlist.m3u8
3ABN Latino,https://moiptvhlsi.akamaihd.net/hls/live/652315/secure/master.m3u8
7News Boston (WHDH),https://bcsecurelivehlsi.akamaihd.net/hls/live/598046/4744899807001_1/livestream/master.m3u8
ABC 2 Baton Rouge LA (WBRZHD),http://cmswowza.lunabyte.io/wbrzlive1/_definst_/smil:wbrzlive.smil/chunklist_b1300000.m3u8
AKC TV,https://video.blivenyc.com/broadcast/2061/22/file858k.m3u8
AKC TV,https://video.blivenyc.com/broadcast/prod/2061/22/desktopplaylist.m3u8
AKC TV,https://video.blivenyc.com/broadcast/prod/2061/22/file3192k.m3u8
Al Horreya TV,http://media.smchost.com:1935/alhorreya.tv/_definst_/mp4:alhorreya3/playlist.m3u8
Al Horreya TV,http://media.smchost.com:1935/alhorreya.tv/_definst_mp4:alhorreya3/playlist.m3u8
Aliento Vision,http://livestreamcdn.net:1935/AlientoSD/smil:AlientoSD.smil/playlist.m3u8
American Horrors,http://170.178.189.66:1935/live/Stream1/.m3u8
American Horrors,http://170.178.189.66:1935/live/Stream1/playlist.m3u8
Beach TV (CSULB),http://stream04.amp.csulb.edu:1935/Beach_TV/smil:BeachTV.smil/playlist.m3u8
Beauty IQ,https://lsqvc4uslh.akamaihd.net/i/lsqvc4us_01@802711/master.m3u8
Beto TV,http://content.jwplatform.com/manifests/vM7nH0Kl.m3u8
Better Health TV,http://uni5rtmp.tulix.tv:1935/betterhealth/betterhealth/playlist.m3u8
Better Life TV,http://uni5rtmp.tulix.tv:1935/betterlife/betterlife/playlist.m3u8
Better Nature TV,http://uni5rtmp.tulix.tv:1935/betternature/betternature/playlist.m3u8
Bible Explorations,http://stream.iphonewebtown.com:1935/bibleexplorations/bexplorationsmobile.stream/playlist.m3u8
BlazeTV,https://theblaze4.akamaized.net/hls/live//699982/theblaze/cmdvr/master.m3u8
Bloomberg TV Europe,https://liveprodeuwest.akamaized.net/eu1/ChannelEUTVqvsAWSireland1/SourceEUTVqvs10001_live.m3u8
BUTV10 (Boston University),http://butv10livestream.bu.edu/live/WIFI2096k1080p/WIFI2096k1080p.m3u8
CSpan,https://skystreamslh.akamaihd.net/i/SkyC1_1@500806/master.m3u8
CSpan 2,https://skystreamslh.akamaihd.net/i/SkyC2_1@500807/master.m3u8
CSpan 3,https://skystreamslh.akamaihd.net/i/SkyC3_1@500808/master.m3u8
Catholic TV,http://catholictvhdlh.akamaihd.net:80/i/ctvhd_1@88148/master.m3u8
CBN News,https://bcliveunivsecurelh.akamaihd.net/i/iptv1_1@500579/master.m3u8
CBSN,http://cbsnhlsi.akamaihd.net/hls/live/264710/CBSN_mdialog/prodstream/master.m3u8
CBSN,https://cbsnhlsi.akamaihd.net/hls/live/264710/CBSN_mdialog/prodstream/master_2200.m3u8
CCTV (Charlotte County),http://granicusliveus3a.akamaihd.net/charlotte/G0055_002/chunklist.m3u8
CCX1,http://156.142.85.152/live/WIFI2096k1080p/WIFI2096k1080p.m3u8
Cerritos TV3,http://granicusliveus4a.akamaihd.net/cerritos/G0010_002/chunklist.m3u8
Christian Youth Channel,http://media.smchost.com:1935/cycnow.com/cyc2/chunklist_w884806316.m3u8
CMCUSA,https://cmctv.ios.internapcdn.net/cmctv_vitalstream_com/live_1/CMCU92/playlist.m3u8
CNBC TV18,https://cnbctv18lh.akamaihd.net/i/cnbctv18_1@174868/index_5_avp.m3u8
CNBC TV18,https://cnbctv18lh.akamaihd.net/i/cnbctv18_1@174868/index_5_avp.m3u8?sd=10
CSat TV,http://media.smchost.com:1935/csat.tv/smil:csat.smil/chunklist_w1421926306_b692000_slar_t64SEQ=.m3u8
DC Council Channel,http://video.oct.dc.gov/out/u/15_12.m3u8
District of Columbia Network,http://video.oct.dc.gov/out/u/DCN.m3u8
Divine Vision,http://divineplayoutus2.tulix.tv/live/Stream1/.m3u8
Dr. Gene Scott,http://wescottcchlslh.akamaihd.net/i/wcc_wowlivehls@24607/master.m3u8
ESNE TV,https://zypelivelh.akamaihd.net/i/default_1@710948/master.m3u8
Folk TV,http://584b0aa350b92.streamlock.net:1935/folktv/myStream.sdp/playlist.m3u8
Galveston County TV,https://stream.swagit.com/liveedge/galvestontx/smil:hd16x91b/playlist.m3u8
Glendale 11,https://stream.swagit.com/liveedge/glendaleaz/smil:std4x31a/chunklist.m3u8
Globesville (New York Institute ,http://liveh1.frontlayer.net/fl592468/live/chunks.m3u8
GOD TV,https://zypelivelh.akamaihd.net/i/default_1@710958/master.m3u8
Honor TV,https://a.jsrdn.com/broadcast/d5b48/+0000/low/c.m3u8
Inspiration TV,http://inspnetworkslh.akamaihd.net/i/insp_2@393793/master.m3u8
